,location,total_sqft,bath,price,bhk
4363,Kengeri,416.0,1.0,18.0,1.0
4364,Kengeri,1245.0,2.0,43.57,3.0
4365,Kengeri,883.0,2.0,49.0,2.0
4366,Kengeri,1052.0,2.0,51.0,2.0
4367,Kengeri,1220.0,2.0,63.0,2.0
4368,Kengeri,1150.0,1.0,52.0,1.0
4369,Kengeri,1192.0,2.0,53.5,2.0
4370,Kengeri,1200.0,2.0,42.0,2.0
4371,Kengeri,750.0,2.0,40.0,2.0
4372,Kengeri,1035.0,2.0,51.5,2.0
4373,Kengeri,3000.0,5.0,130.0,8.0
4374,Kengeri,410.0,1.0,15.0,1.0
4375,Kengeri,416.0,1.0,17.19,1.0
4376,Kengeri,1320.0,2.0,50.0,2.0
4377,Kengeri,1160.0,2.0,40.6,2.0
4378,Kengeri,2500.0,4.0,100.0,5.0
4379,Kengeri,550.0,1.0,16.75,1.0
4380,Kengeri Satellite Town,890.0,2.0,35.0,2.0
4381,Kengeri Satellite Town,883.0,2.0,45.0,2.0
4382,Kengeri Satellite Town,1415.0,2.0,66.0,3.0
4383,Kengeri Satellite Town,930.0,1.0,30.0,1.0
4384,Kengeri Satellite Town,1635.0,2.0,78.0,3.0
4385,Kengeri Satellite Town,1050.0,2.0,43.0,2.0
4386,Kengeri Satellite Town,1007.0,2.0,42.0,2.0
4387,Kengeri Satellite Town,635.0,1.0,22.0,2.0
4388,Kengeri Satellite Town,818.0,2.0,26.0,2.0
4389,Kengeri Satellite Town,1030.0,2.0,50.0,2.0
4390,Kengeri Satellite Town,1200.0,2.0,65.0,2.0
4391,Kengeri Satellite Town,795.0,2.0,32.0,2.0
4392,Kengeri Satellite Town,800.0,2.0,40.0,2.0
4393,Kengeri Satellite Town,654.0,1.0,22.0,1.0
4394,Kengeri Satellite Town,1060.0,2.0,42.0,2.0
4395,Kengeri Satellite Town,750.0,2.0,33.0,2.0
4396,Kengeri Satellite Town,920.0,2.0,39.0,2.0
4397,Kengeri Satellite Town,985.0,2.0,42.0,2.0
4398,Kengeri Satellite Town,410.0,1.0,15.0,1.0
4399,Kengeri Satellite Town,1120.0,2.0,49.0,2.0
4400,Kengeri Satellite Town,1450.0,2.0,50.0,3.0
4401,Kengeri Satellite Town,1110.0,2.0,43.0,2.0
4402,Kengeri Satellite Town,1170.0,2.0,50.0,2.0
4403,Kengeri Satellite Town,777.4,2.0,25.0,2.0
4404,Kengeri Satellite Town,800.0,2.0,32.0,2.0
4405,Kereguddadahalli,950.0,2.0,32.0,2.0
4406,Kereguddadahalli,1400.0,2.0,48.0,3.0
4407,Kereguddadahalli,800.0,2.0,28.0,2.0
4408,Kereguddadahalli,904.0,2.0,30.0,2.0
4409,Kereguddadahalli,1300.0,2.0,39.0,3.0
4410,Kereguddadahalli,1000.0,2.0,30.0,2.0
4411,Kereguddadahalli,1240.0,3.0,41.0,3.0
4412,Kereguddadahalli,600.0,1.0,19.5,1.0
4413,Kereguddadahalli,1080.0,2.0,32.0,2.0
4414,Kereguddadahalli,1000.0,2.0,34.0,2.0
4415,Kereguddadahalli,1400.0,2.0,42.0,3.0
4416,Kereguddadahalli,1280.0,3.0,42.0,3.0
4417,Kereguddadahalli,1015.0,2.0,35.0,2.0
4418,Kodichikkanahalli,1190.0,2.0,57.0,3.0
4419,Kodichikkanahalli,995.0,2.0,41.0,2.0
4420,Kodichikkanahalli,2700.0,7.0,125.0,5.0
4421,Kodichikkanahalli,1495.0,2.0,75.0,3.0
4422,Kodichikkanahalli,1125.0,2.0,52.0,2.0
4423,Kodichikkanahalli,1150.0,2.0,48.0,2.0
4424,Kodichikkanahalli,1070.0,2.0,43.0,2.0
4425,Kodichikkanahalli,1620.0,2.0,85.0,3.0
4426,Kodichikkanahalli,1560.0,2.0,65.0,3.0
4427,Kodichikkanahalli,1026.0,2.0,45.0,2.0
4428,Kodichikkanahalli,2500.0,7.0,125.0,5.0
4429,Kodichikkanahalli,450.0,1.0,18.0,1.0
4430,Kodichikkanahalli,907.0,2.0,38.5,2.0
4431,Kodichikkanahalli,1181.0,2.0,57.0,2.0
4432,Kodichikkanahalli,900.0,2.0,42.0,2.0
4433,Kodichikkanahalli,1310.0,2.0,53.0,3.0
4434,Kodichikkanahalli,1400.0,3.0,66.0,3.0
4435,Kodichikkanahalli,976.0,2.0,50.0,2.0
4436,Kodichikkanahalli,2700.0,4.0,125.0,5.0
4437,Kodichikkanahalli,1299.0,2.0,58.0,2.0
4438,Kodigehaali,1166.0,2.0,55.0,2.0
4439,Kodigehaali,1320.0,3.0,65.0,3.0
4440,Kodigehaali,1117.0,2.0,56.0,2.0
4441,Kodigehaali,1200.0,2.0,55.0,2.0
4442,Kodigehaali,1200.0,2.0,60.0,2.0
4443,Kodigehaali,2120.0,3.0,177.0,3.0
4444,Kodigehaali,1013.0,2.0,51.0,2.0
4445,Kodigehaali,1324.0,3.0,65.0,3.0
4446,Kodigehaali,965.0,2.0,38.0,2.0
4447,Kodigehaali,866.0,2.0,32.0,2.0
4448,Kodigehaali,1442.0,3.0,80.0,3.0
4449,Kodigehalli,1270.0,2.0,98.0,2.0
4450,Kodigehalli,1200.0,2.0,48.0,2.0
4451,Kodigehalli,655.0,1.0,53.0,1.0
4452,Kodigehalli,1820.0,3.0,150.0,3.0
4453,Kodigehalli,635.0,1.0,28.0,2.0
4454,Kodigehalli,1200.0,4.0,156.0,3.0
4455,Kodihalli,3252.0,5.0,335.0,4.0
4456,Kodihalli,2700.0,4.0,270.0,3.0
4457,Kodihalli,2392.0,4.0,260.0,3.0
4458,Kodihalli,2408.0,4.0,260.0,3.0
4459,Kodihalli,2500.0,4.0,260.0,3.0
4460,Kodihalli,1620.0,3.0,130.0,3.0
4461,Kodihalli,3260.0,5.0,388.0,4.0
4462,Kodihalli,3197.0,5.0,335.0,4.0
4463,Kodihalli,1490.0,2.0,150.0,2.0
4464,Kogilu,1909.0,3.0,88.0,3.0
4465,Kogilu,1664.0,2.0,73.95,3.0
4466,Kogilu,1170.0,2.0,51.99,2.0
4467,Kogilu,650.0,2.0,28.0,2.0
4468,Kogilu,1140.0,2.0,50.66,2.0
4469,Kogilu,1200.0,2.0,53.33,2.0
4470,Kogilu,1934.0,3.0,150.0,3.0
4471,Kogilu,540.0,1.0,36.0,1.0
4472,Kogilu,1559.0,3.0,127.0,3.0
4473,Kogilu,1190.0,2.0,50.66,2.0
4474,Kogilu,1140.0,2.0,50.66,2.0
4475,Kogilu,1559.0,3.0,120.0,3.0
4476,Kogilu,700.0,1.0,30.84,1.0
4477,Kogilu,1250.0,2.0,55.55,2.0
4478,Kogilu,1200.0,2.0,53.33,2.0
4479,Kogilu,952.0,2.0,49.0,2.0
4480,Kogilu,700.0,1.0,30.84,1.0
4481,Kogilu,1250.0,2.0,55.55,2.0
4482,Kogilu,2456.0,7.0,85.0,7.0
4483,Kogilu,1140.0,2.0,50.66,2.0
4484,Kogilu,1140.0,2.0,50.66,2.0
4485,Konanakunte,2791.0,3.0,223.0,3.0
4486,Konanakunte,884.0,1.0,58.0,2.0
4487,Konanakunte,1200.0,4.0,125.0,4.0
4488,Konanakunte,1200.0,2.0,130.0,4.0
4489,Konanakunte,2400.0,2.0,180.0,3.0
4490,Konanakunte,3746.0,6.0,375.0,4.0
4491,Konanakunte,1423.0,2.0,85.0,3.0
4492,Koramangala,1320.0,2.0,165.0,2.0
4493,Koramangala,1253.0,2.0,102.0,2.0
4494,Koramangala,1580.0,3.0,160.0,3.0
4495,Koramangala,1750.0,3.0,130.0,3.0
4496,Koramangala,3500.0,5.0,425.0,4.0
4497,Koramangala,1005.0,1.0,110.0,2.0
4498,Koramangala,2292.0,4.0,275.0,3.0
4499,Koramangala,1835.0,2.0,155.0,3.0
4500,Koramangala,1290.0,2.0,100.0,2.0
4501,Koramangala,1300.0,2.0,110.0,2.0
4502,Koramangala,2200.0,3.0,180.0,3.0
4503,Koramangala,1325.0,2.0,119.0,2.0
4504,Koramangala,1140.0,2.0,75.2,2.0
4505,Koramangala,1260.0,2.0,100.0,2.0
4506,Koramangala,1975.0,3.0,210.0,3.0
4507,Koramangala,1900.0,2.0,200.0,2.0
4508,Koramangala,1750.0,3.0,130.0,3.0
4509,Koramangala,2292.0,3.0,286.0,3.0
4510,Koramangala,2300.0,3.0,290.0,3.0
4511,Koramangala,1594.0,3.0,125.0,3.0
4512,Koramangala,1760.0,2.0,115.0,3.0
4513,Koramangala,2503.0,6.0,325.0,4.0
4514,Koramangala,1900.0,3.0,150.0,3.0
4515,Koramangala,1320.0,2.0,150.0,2.0
4516,Koramangala,1320.0,2.0,110.0,2.0
4517,Koramangala,5985.0,4.0,775.0,4.0
4518,Koramangala,2461.0,6.0,353.0,4.0
4519,Koramangala,1615.0,3.0,115.0,3.0
4520,Koramangala,2246.0,3.0,300.0,3.0
4521,Koramangala,1716.0,2.0,115.0,3.0
4522,Koramangala,1500.0,3.0,135.0,3.0
4523,Koramangala,1083.0,2.0,100.0,2.0
4524,Koramangala,1744.0,3.0,200.0,3.0
4525,Koramangala,1180.0,2.0,128.0,2.0
4526,Koramangala,1320.0,2.0,160.0,2.0
4527,Koramangala,1370.0,2.0,125.0,2.0
4528,Koramangala,1100.0,2.0,85.0,2.0
4529,Koramangala,1249.0,2.0,165.0,2.0
4530,Koramangala,1200.0,2.0,100.0,2.0
4531,Koramangala,1720.0,2.0,130.0,3.0
4532,Koramangala,2223.0,3.0,300.0,3.0
4533,Koramangala,1744.0,4.0,210.0,3.0
4534,Koramangala,1866.0,4.0,245.0,3.0
4535,Koramangala,1320.0,2.0,160.0,2.0
4536,Koramangala,1350.0,2.0,103.0,2.0
4537,Koramangala,6000.0,4.0,625.0,4.0
4538,Koramangala,1642.0,2.0,115.0,3.0
4539,Koramangala,1320.0,2.0,160.0,2.0
4540,Koramangala,1710.0,3.0,210.0,3.0
4541,Koramangala,1355.0,2.0,95.0,2.0
4542,Koramangala,1600.0,3.0,170.0,3.0
4543,Koramangala,1260.0,2.0,100.0,2.0
4544,Koramangala,1910.0,4.0,150.0,3.0
4545,Koramangala,1600.0,2.0,140.0,3.0
4546,Kothannur,1206.0,2.0,48.23,2.0
4547,Kothannur,1275.0,2.0,43.85,3.0
4548,Kothannur,1100.0,2.0,40.0,2.0
4549,Kothannur,1197.0,2.0,47.88,2.0
4550,Kothannur,1197.0,2.0,47.8,2.0
4551,Kothannur,1070.0,2.0,42.79,2.0
4552,Kothannur,1270.0,3.0,45.0,3.0
4553,Kothannur,1275.0,3.0,44.0,3.0
4554,Kothannur,1070.0,2.0,38.6,2.0
4555,Kothannur,1485.0,2.0,59.4,3.0
4556,Kothannur,1215.0,2.0,48.6,3.0
4557,Kothannur,1404.0,2.0,56.15,3.0
4558,Kothanur,1200.0,2.0,51.0,2.0
4559,Kothanur,2400.0,2.0,150.0,3.0
4560,Kothanur,1828.0,3.0,110.0,3.0
4561,Kothanur,1186.0,2.0,58.0,2.0
4562,Kothanur,1577.0,3.0,70.0,3.0
4563,Kothanur,1847.0,3.0,105.0,3.0
4564,Kothanur,1580.0,3.0,76.0,3.0
4565,Kothanur,9600.0,5.0,550.0,5.0
4566,Kothanur,1435.0,3.0,70.0,3.0
4567,Kothanur,1187.0,2.0,58.0,2.0
4568,Kothanur,1847.0,3.0,110.0,3.0
4569,Kothanur,1460.0,3.0,71.0,3.0
4570,Kothanur,1185.0,2.0,59.0,2.0
4571,Kothanur,1436.0,3.0,70.0,3.0
4572,Kothanur,1462.0,3.0,71.0,3.0
4573,Kothanur,1790.0,3.0,105.0,3.0
4574,Kothanur,1583.0,3.0,76.1,3.0
4575,Kothanur,1070.0,2.0,45.5,2.0
4576,Kothanur,1820.0,3.0,77.0,3.0
4577,Kothanur,1145.0,2.0,56.0,2.0
4578,Kothanur,3401.0,5.0,230.0,4.0
4579,Kothanur,1455.0,2.0,69.0,2.0
4580,Kothanur,627.0,1.0,30.0,1.0
4581,Kothanur,1302.0,2.0,68.5,2.0
4582,Kothanur,1760.0,3.0,111.0,3.0
4583,Kothanur,1185.0,2.0,58.0,2.0
4584,Kothanur,1500.0,1.0,75.0,1.0
4585,Kothanur,1075.0,2.0,53.0,2.0
4586,Kothanur,1790.0,3.0,97.0,3.0
4587,Kothanur,2700.0,4.0,175.0,4.0
4588,Kothanur,1786.0,2.0,106.0,3.0
4589,Kothanur,1787.0,3.0,107.0,3.0
4590,Kothanur,1141.0,2.0,54.0,2.0
4591,Kothanur,1760.0,3.0,110.0,3.0
4592,Kothanur,1365.0,3.0,66.0,3.0
4593,Kothanur,1160.0,2.0,57.0,2.0
4594,Kothanur,1095.0,2.0,55.0,2.0
4595,Kothanur,1142.0,2.0,56.0,2.0
4596,Kothanur,1074.0,2.0,54.0,2.0
4597,Kothanur,1285.0,2.0,60.0,2.0
4598,Kothanur,1075.0,2.0,53.0,2.0
4599,Kothanur,1140.0,2.0,56.0,2.0
4600,Kothanur,1400.0,2.0,70.0,2.0
4601,Kothanur,1581.0,3.0,76.0,3.0
4602,Kothanur,1385.0,3.0,67.0,3.0
4603,Kothanur,1140.0,2.0,56.0,2.0
4604,Kothanur,1787.0,3.0,120.0,3.0
4605,Kothanur,1185.0,2.0,59.0,2.0
4606,Kothanur,1581.0,3.0,76.0,3.0
4607,Kothanur,1790.0,3.0,105.0,3.0
4608,Kothanur,1130.0,2.0,55.0,2.0
4609,Kothanur,1094.0,2.0,54.0,2.0
4610,Kothanur,1170.0,3.0,80.0,3.0
4611,Kothanur,1400.0,2.0,65.0,2.0
4612,Kothanur,1195.0,2.0,59.0,2.0
4613,Kothanur,1790.0,3.0,120.0,3.0
4614,Kothanur,1454.0,3.0,71.5,3.0
4615,Kudlu,1152.0,2.0,53.5,2.0
4616,Kudlu,1027.0,2.0,43.0,2.0
4617,Kudlu,1092.0,2.0,44.0,2.0
4618,Kudlu,1027.0,2.0,43.0,2.0
4619,Kudlu,1092.0,2.0,44.0,2.0
4620,Kudlu,1143.0,2.0,55.0,2.0
4621,Kudlu,1455.0,2.0,60.0,3.0
4622,Kudlu,1024.0,2.0,44.0,2.0
4623,Kudlu,1570.0,2.0,65.94,3.0
4624,Kudlu,1600.0,3.0,79.0,3.0
4625,Kudlu,1027.0,2.0,42.0,2.0
4626,Kudlu,1076.0,2.0,50.0,2.0
4627,Kudlu,1027.0,2.0,44.0,2.0
4628,Kudlu,1084.0,2.0,53.0,2.0
4629,Kudlu,1300.0,2.0,56.0,2.0
4630,Kudlu,1027.0,2.0,44.0,2.0
4631,Kudlu,1245.0,2.0,60.0,3.0
4632,Kudlu,1027.0,2.0,44.0,2.0
4633,Kudlu,1110.0,2.0,46.0,2.0
4634,Kudlu,2100.0,3.0,114.0,4.0
4635,Kudlu,1027.0,2.0,44.0,2.0
4636,Kudlu,720.0,1.0,33.0,1.0
4637,Kudlu,1027.0,2.0,44.0,2.0
4638,Kudlu,1162.0,2.0,52.0,2.0
4639,Kudlu,1041.0,2.0,53.0,2.0
4640,Kudlu Gate,1535.0,3.0,83.0,3.0
4641,Kudlu Gate,1535.0,3.0,85.0,3.0
4642,Kudlu Gate,1535.0,3.0,78.0,3.0
4643,Kudlu Gate,1535.0,3.0,86.0,3.0
4644,Kudlu Gate,1564.0,2.0,92.0,3.0
4645,Kudlu Gate,1364.0,2.0,46.38,3.0
4646,Kudlu Gate,1238.0,2.0,55.0,2.0
4647,Kudlu Gate,1335.0,3.0,89.0,3.0
4648,Kudlu Gate,703.0,1.0,52.0,1.0
4649,Kudlu Gate,1535.0,3.0,86.0,3.0
4650,Kudlu Gate,1532.0,3.0,83.0,3.0
4651,Kudlu Gate,1113.0,2.0,50.0,2.0
4652,Kudlu Gate,1465.0,2.0,49.81,3.0
4653,Kudlu Gate,1185.0,2.0,50.0,2.0
4654,Kudlu Gate,1664.0,3.0,68.0,3.0
4655,Kudlu Gate,1656.0,3.0,80.0,3.0
4656,Kudlu Gate,1656.0,3.0,75.0,3.0
4657,Kudlu Gate,1215.0,2.0,45.0,2.0
4658,Kudlu Gate,812.0,2.0,38.25,2.0
4659,Kudlu Gate,1547.0,2.0,103.0,2.0
4660,Kudlu Gate,1336.0,2.0,86.0,2.0
4661,Kudlu Gate,1919.0,3.0,121.0,3.0
4662,Kudlu Gate,1464.0,3.0,56.0,2.0
4663,Kudlu Gate,1535.0,3.0,85.0,3.0
4664,Kudlu Gate,1850.0,3.0,120.0,3.0
4665,Kudlu Gate,940.0,2.0,69.57,2.0
4666,Kudlu Gate,1215.0,2.0,44.96,2.0
4667,Kudlu Gate,1164.0,2.0,75.0,2.0
4668,Kudlu Gate,3850.0,6.0,205.0,4.0
4669,Kudlu Gate,1183.0,2.0,79.54,2.0
4670,Kudlu Gate,1850.0,3.0,110.0,3.0
4671,Kudlu Gate,1320.0,2.0,50.0,3.0
4672,Kudlu Gate,1183.0,2.0,79.54,2.0
4673,Kudlu Gate,1200.0,2.0,44.4,2.0
4674,Kudlu Gate,1432.0,2.0,61.11,3.0
4675,Kudlu Gate,1310.0,2.0,53.0,2.0
4676,Kumaraswami Layout,2000.0,4.0,139.0,4.0
4677,Kumaraswami Layout,1000.0,2.0,48.5,2.0
4678,Kumaraswami Layout,1000.0,2.0,58.0,2.0
4679,Kumaraswami Layout,2400.0,7.0,125.0,7.0
4680,Kumaraswami Layout,2400.0,2.0,125.0,3.0
4681,Kumaraswami Layout,1310.0,2.0,70.0,3.0
4682,Kumaraswami Layout,850.0,1.0,78.0,1.0
4683,Kumaraswami Layout,3200.0,7.0,150.0,7.0
4684,Kumaraswami Layout,1310.0,2.0,85.0,3.0
4685,Kumaraswami Layout,2450.0,3.0,110.0,4.0
4686,Kumaraswami Layout,3100.0,7.0,145.0,7.0
4687,Kumaraswami Layout,1200.0,3.0,75.0,3.0
4688,Kumaraswami Layout,1081.0,2.0,60.0,2.0
4689,Kundalahalli,1724.0,3.0,125.0,3.0
4690,Kundalahalli,1030.0,2.0,49.0,2.0
4691,Kundalahalli,735.0,2.0,57.99,2.0
4692,Kundalahalli,1047.0,2.0,82.0,2.0
4693,Kundalahalli,1397.0,3.0,105.0,3.0
4694,Kundalahalli,1724.0,3.0,127.0,3.0
4695,Kundalahalli,1010.0,2.0,49.27,2.0
4696,Kundalahalli,1397.0,3.0,110.0,3.0
4697,Kundalahalli,1397.0,3.0,104.0,3.0
4698,Kundalahalli,1397.0,3.0,108.0,3.0
4699,Kundalahalli,1920.0,3.0,150.0,3.0
4700,Kundalahalli,1397.0,3.0,105.0,3.0
4701,Kundalahalli,1800.0,3.0,80.0,3.0
4702,Kundalahalli,1724.0,3.0,124.0,3.0
4703,Kundalahalli,1047.0,2.0,84.0,2.0
4704,Kundalahalli,1047.0,2.0,83.0,2.0
4705,Kundalahalli,7000.0,4.0,550.0,4.0
4706,Kundalahalli,2075.0,3.0,115.0,3.0
4707,Kundalahalli,1120.0,2.0,53.76,2.0
4708,Kundalahalli,1047.0,2.0,82.62,2.0
4709,Kundalahalli,1047.0,2.0,91.0,2.0
4710,Kundalahalli,1724.0,3.0,146.0,3.0
4711,Kundalahalli,1600.0,3.0,170.0,3.0
4712,Kundalahalli,1496.0,2.0,78.0,3.0
4713,Kundalahalli,1724.0,3.0,125.0,3.0
4714,Kundalahalli,1010.0,2.0,48.27,2.0
4715,Kundalahalli,1047.0,2.0,89.0,2.0
4716,Kundalahalli,2500.0,5.0,245.0,4.0
4717,Kundalahalli,1397.0,3.0,105.0,3.0
4718,Kundalahalli,1800.0,3.0,110.0,3.0
4719,Kundalahalli,1047.0,2.0,72.0,2.0
4720,Kundalahalli,1260.0,2.0,58.0,2.0
4721,Kundalahalli,3092.0,4.0,230.0,4.0
4722,Kundalahalli,1065.0,2.0,70.0,2.0
4723,Kundalahalli,1724.0,3.0,146.0,3.0
4724,Kundalahalli,1047.0,2.0,91.0,2.0
4725,Kundalahalli,1724.0,3.0,128.0,3.0
4726,Kundalahalli,1315.0,2.0,74.0,2.0
4727,Kundalahalli,2100.0,3.0,150.0,3.0
4728,Kundalahalli,1724.0,3.0,125.0,3.0
4729,Kundalahalli,1724.0,3.0,140.0,3.0
4730,Kundalahalli,1175.0,2.0,65.0,2.0
4731,LB Shastri Nagar,1600.0,3.0,65.0,3.0
4732,LB Shastri Nagar,1043.0,2.0,55.0,2.0
4733,LB Shastri Nagar,1184.0,2.0,69.0,2.0
4734,LB Shastri Nagar,665.0,1.0,32.0,1.0
4735,LB Shastri Nagar,1250.0,2.0,48.5,2.0
4736,LB Shastri Nagar,1400.0,2.0,80.0,3.0
4737,LB Shastri Nagar,1184.0,2.0,62.0,2.0
4738,LB Shastri Nagar,1200.0,2.0,47.0,2.0
4739,LB Shastri Nagar,1200.0,2.0,75.0,2.0
4740,LB Shastri Nagar,1000.0,2.0,49.5,2.0
4741,Laggere,2800.0,5.0,125.0,5.0
4742,Laggere,1200.0,3.0,130.0,3.0
4743,Laggere,1200.0,1.0,125.0,1.0
4744,Laggere,1200.0,2.0,75.0,2.0
4745,Laggere,620.0,2.0,48.0,1.0
4746,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
4747,Lakshminarayana Pura,1600.0,2.0,108.0,3.0
4748,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4749,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
4750,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
4751,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
4752,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
4753,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
4754,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
4755,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4756,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4757,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
4758,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
4759,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
4760,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
4761,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
4762,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4763,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4764,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4765,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4766,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
4767,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4768,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
4769,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4770,Lingadheeranahalli,1521.0,3.0,95.0,3.0
4771,Lingadheeranahalli,1511.0,3.0,95.0,3.0
4772,Lingadheeranahalli,1683.0,3.0,109.0,3.0
4773,Lingadheeranahalli,1519.0,3.0,93.0,3.0
4774,Lingadheeranahalli,1521.0,3.0,94.99,3.0
4775,Lingadheeranahalli,1682.0,3.0,120.0,3.0
4776,Lingadheeranahalli,1521.0,3.0,94.71,3.0
4777,Lingadheeranahalli,1893.0,3.0,130.0,3.0
4778,Lingadheeranahalli,1705.0,3.0,110.0,3.0
4779,Lingadheeranahalli,2245.0,4.0,154.0,4.0
4780,Lingadheeranahalli,1682.0,3.0,113.0,3.0
4781,Lingadheeranahalli,1682.0,3.0,114.0,3.0
4782,Lingadheeranahalli,1506.0,3.0,95.0,3.0
4783,Lingadheeranahalli,1683.0,3.0,110.0,3.0
4784,Lingadheeranahalli,1684.0,3.0,120.0,3.0
4785,Lingadheeranahalli,2236.0,4.0,153.0,4.0
4786,Lingadheeranahalli,1894.0,4.0,114.0,3.0
4787,Lingadheeranahalli,2240.0,4.0,160.0,4.0
4788,Magadi Road,3600.0,6.0,141.0,6.0
4789,Magadi Road,1116.0,2.0,50.0,2.0
4790,Magadi Road,1282.0,2.0,49.0,3.0
4791,Magadi Road,884.0,2.0,41.1,2.0
4792,Magadi Road,1005.0,2.0,55.78,2.0
4793,Magadi Road,1500.0,2.0,93.0,4.0
4794,Magadi Road,1322.0,2.0,58.82,3.0
4795,Magadi Road,1345.0,2.0,55.0,2.0
4796,Magadi Road,1191.0,2.0,55.38,3.0
4797,Magadi Road,5000.0,6.0,360.0,5.0
4798,Magadi Road,1116.0,2.0,51.89,2.0
4799,Magadi Road,1052.0,2.0,60.0,3.0
4800,Magadi Road,940.0,2.0,50.0,2.0
4801,Magadi Road,1318.0,2.0,68.0,3.0
4802,Magadi Road,884.0,2.0,48.0,2.0
4803,Mahadevpura,1720.0,3.0,78.0,3.0
4804,Mahadevpura,1150.0,2.0,52.0,2.0
4805,Mahadevpura,1250.0,2.0,52.0,2.0
4806,Mahadevpura,1260.0,2.0,57.6,2.0
4807,Mahadevpura,730.0,1.0,35.0,1.0
4808,Mahadevpura,1434.0,2.0,67.39,3.0
4809,Mahadevpura,1146.0,2.0,53.8,2.0
4810,Mahadevpura,1532.0,2.0,62.0,2.0
4811,Mahadevpura,1620.0,2.0,76.0,3.0
4812,Mahadevpura,1136.0,2.0,64.5,2.0
4813,Mahadevpura,1400.0,2.0,65.8,3.0
4814,Mahadevpura,1137.0,2.0,53.4,2.0
4815,Mahadevpura,1601.0,3.0,95.0,3.0
4816,Mahadevpura,1450.0,3.0,75.0,3.0
4817,Mahadevpura,1152.0,2.0,54.0,2.0
4818,Mahadevpura,1212.0,2.0,56.9,2.0
4819,Mahadevpura,1505.0,3.0,64.0,3.0
4820,Mahadevpura,1505.0,3.0,78.0,3.0
4821,Mahadevpura,1500.0,2.0,70.0,3.0
4822,Mahadevpura,1236.0,2.0,58.0,2.0
4823,Mahadevpura,1236.0,2.0,58.0,2.0
4824,Mahadevpura,1120.0,2.0,53.0,2.0
4825,Mahalakshmi Layout,1575.0,5.0,158.0,4.0
4826,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
4827,Mahalakshmi Layout,1200.0,3.0,160.0,4.0
4828,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
4829,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
4830,Mallasandra,1665.0,3.0,95.0,3.0
4831,Mallasandra,1665.0,3.0,86.58,3.0
4832,Mallasandra,1340.0,2.0,61.0,2.0
4833,Mallasandra,1325.0,2.0,70.0,2.0
4834,Mallasandra,1665.0,3.0,86.91,3.0
4835,Mallasandra,1325.0,2.0,70.0,2.0
4836,Mallasandra,905.0,2.0,40.0,2.0
4837,Mallasandra,1325.0,2.0,65.0,2.0
4838,Mallasandra,1325.0,2.0,73.0,2.0
4839,Mallasandra,1565.0,2.0,69.0,2.0
4840,Mallasandra,905.0,2.0,35.0,2.0
4841,Mallasandra,1524.0,2.0,72.0,3.0
4842,Mallasandra,1100.0,2.0,76.3,3.0
4843,Malleshpalya,1140.0,2.0,46.5,2.0
4844,Malleshpalya,1225.0,2.0,46.86,2.0
4845,Malleshpalya,1785.0,3.0,75.0,3.0
4846,Malleshpalya,1052.0,2.0,50.0,2.0
4847,Malleshpalya,1405.0,2.0,77.0,3.0
4848,Malleshpalya,1065.0,2.0,50.0,2.0
4849,Malleshpalya,1210.0,2.0,55.0,2.0
4850,Malleshpalya,1900.0,3.0,60.0,3.0
4851,Malleshpalya,1060.0,2.0,40.0,2.0
4852,Malleshpalya,1430.0,2.0,69.5,3.0
4853,Malleshpalya,1421.0,2.0,90.0,2.0
4854,Malleshpalya,1245.0,2.0,55.0,2.0
4855,Malleshpalya,1200.0,2.0,46.0,2.0
4856,Malleshpalya,1225.0,2.0,52.0,2.0
4857,Malleshwaram,705.0,1.0,67.0,1.0
4858,Malleshwaram,12000.0,7.0,2200.0,7.0
4859,Malleshwaram,2500.0,5.0,325.0,4.0
4860,Malleshwaram,2006.0,3.0,297.0,3.0
4861,Malleshwaram,686.0,1.0,62.5,1.0
4862,Malleshwaram,2475.0,4.0,332.0,3.0
